"entity_name","review_group_id","original_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","same_recipient_variant","city","state","zip"
"PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT PAC (PECG PAC) SMALL CONTRIBUTOR COMMITTEE","org_rg_307","org_rg_307","02b7993e-710b-467c-bd5a-6d9070b2a3f8","PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | map1_bridge | same_contributor_id | exact_name_v1 | exact_name_v4 | same_contributor_id","822501",2,2000,7300,FALSE,"Sacramento","CA","95814"
"PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT PAC (PECG) SMALL CONTRIBUTOR COMMITTEE","org_rg_307","org_rg_307","02b7993e-710b-467c-bd5a-6d9070b2a3f8","PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | same_contributor_id","822501",2,4000,7300,FALSE,"Sacramento","CA","95814"
"PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT PAC (PECG-PAC)","org_rg_307","org_rg_307","02b7993e-710b-467c-bd5a-6d9070b2a3f8","PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT","adding_to_existing",FALSE,TRUE,"exact_name_v4 | same_contributor_id","822501",1,3600,7300,TRUE,"Sacramento","CA","95814"
"PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT PAC (PECG-PAC) SMALL CONTRIBUTOR COMMITTEE","org_rg_307","org_rg_307","02b7993e-710b-467c-bd5a-6d9070b2a3f8","PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | same_contributor_id","822501",2,9600,7300,FALSE,"Sacramento","CA","95814"
"PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT PECG PAC","org_rg_307","org_rg_307","02b7993e-710b-467c-bd5a-6d9070b2a3f8","PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT","adding_to_existing",FALSE,TRUE,"exact_name_v5 | internal_fuzzy | map1_bridge | same_contributor_id","822501",1,39200,7300,FALSE,"Sacramento","CA","95814-4581"
"PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT PECG PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_307","org_rg_307","02b7993e-710b-467c-bd5a-6d9070b2a3f8","PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT","adding_to_existing",FALSE,TRUE,"map1_bridge | same_contributor_id","822501",1,1000,7300,FALSE,"Sacramento","CA","95814"
"PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT PECG-PAC","org_rg_307","org_rg_307","02b7993e-710b-467c-bd5a-6d9070b2a3f8","PROFESSIONAL ENGINEERS IN CALIFORNIA GOVERNMENT","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v5 | same_contributor_id","822501",11,535000,7300,FALSE,"Sacramento","CA","95814-2483"
"EL CAMINO COLLEGE FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_3115","org_rg_3115","20751f09-fbe3-4857-aeee-b19434aba06f",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,10,12779.49,62577.35,TRUE,"Torrance","CA","90506"
"EL CAMINO COLLEGE FEDERATION OF TEACHERS AFT 1388","org_rg_3115","org_rg_3115","2586015e-8ff4-4fc3-9459-b187eb34a212",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,10,295.16,62577.35,TRUE,"Torrance","CA","90506-0001"
"EL CAMINO FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_3115","org_rg_3115","f4b94ead-2e55-4b68-a591-4b1d79c04bc6",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,23,29977.21,62577.35,TRUE,"Torrance","CA","90506"
"EL RANCHO FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_3115","org_rg_3115","75ecfc3e-f0f2-4052-aa9d-e2f52da1252e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,28,34520.03,62577.35,TRUE,"Pico Rivera","CA","90660"
"EL RANCHO FEDERATION OF TEACHERS (UNITEMIZED MEMBER DUES)","org_rg_3115","org_rg_3115","75ecfc3e-f0f2-4052-aa9d-e2f52da1252e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,11,17171.28,62577.35,TRUE,"Pico Rivera","CA","90660"
"EL RANCHO FEDERATION OF TEACHERS AFT LOCAL 3467","org_rg_3115","org_rg_3115","3e53082d-ab72-45cb-b522-8e5b1fecd18d",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,11,263.74,62577.35,TRUE,"Pico Rivera","CA","90660-4556"
"ANTHEM BLUE CROSS","org_rg_3144","org_rg_3144","f4cc826e-7a5e-40c0-9ff6-9520e0ede332",NA,"new_entity",FALSE,FALSE,"map1_bridge",NA,1,200,23400,FALSE,"Glendale","CA","91205"
"ELEVANCE HEALTH INC.","org_rg_3144","org_rg_3144","7216535e-4794-45d3-8eef-a7b289782676",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | map1_bridge",NA,5,99900,23400,TRUE,"Cincinnati | Thousand Oaks","CA | OH","45209-7542 | 91362"
"ELEVANCE HEALTH INC. (RESTRICTED USE ACCOUNT)","org_rg_3144","org_rg_3144","7216535e-4794-45d3-8eef-a7b289782676",NA,"new_entity",FALSE,FALSE,"exact_name_v4",NA,1,1900,23400,TRUE,"Thousand Oaks","CA","91362"
"ELEVANCE HEALTH, INC AND ITS AFFILIATE ANTHEM BLUE CROSS","org_rg_3144","org_rg_3144","12f67f64-7e54-4561-810e-29ed2966d9ed",NA,"new_entity",FALSE,FALSE,"exact_name_v1",NA,2,2000,23400,FALSE,"Cincinnati","OH","45209"
"ELEVANCE HEALTH, INC. AND ITS AFFILIATE ANTHEM BLUE CROSS","org_rg_3144","org_rg_3144","12f67f64-7e54-4561-810e-29ed2966d9ed",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | map1_bridge",NA,1,9800,23400,FALSE,"Cincinnati","OH","45209"
"ELEVATOR CONSTRUCTORS #18 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_3150","org_rg_3150","fb0b7198-9ad2-4e92-8d27-66346b97bbf5",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,13,7183.65,29543.36,TRUE,"Pasadena","CA","91106 | 91106-"
"ELEVATOR CONSTRUCTORS #8 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_3150","org_rg_3150","2e0859ef-6300-4dc3-ba56-ab9e9fd83281",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,6,19062.12,29543.36,TRUE,"San Francisco","CA","94110 | 94110-1328"
"ELEVATOR CONSTRUCTORS LOCAL #18 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_3150","org_rg_3150","c4cc3684-d181-49ec-8696-b41bdaa86173",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v5 | exact_name_v1 | exact_name_v5 | internal_fuzzy | map1_bridge",NA,13,10718.18,29543.36,TRUE,"Pasadena","CA","91106"
"ELEVATOR CONSTRUCTORS LOCAL #8 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_3150","org_rg_3150","caef1230-4109-478d-a805-d561f727f8fb",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | map1_bridge",NA,4,20625.18,29543.36,TRUE,"San Francisco","CA","94110"
"ELEVATOR CONSTRUCTORS LOCAL 18 (INTERMEDIARY FOR UNITEMIZED DUES)","org_rg_3150","org_rg_3150","c4cc3684-d181-49ec-8696-b41bdaa86173",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v5",NA,15,3750,29543.36,FALSE,"San Diego","CA","92120"
"INTERNATIONAL UNION OF ELEVATOR CONSTRUCTORS LOCAL #8 PAC","org_rg_3150","org_rg_3150","f0d14b1e-6f64-4685-b37c-a0bd2440768a","INTERNATIONAL UNION OF ELEVATOR CONSTRUCTORS LOCAL 8","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge","1220653",2,2000,29543.36,FALSE,"San Francisco","CA","94110 | 94110-2117"
"INTERNATIONAL UNION OF ELEVATOR CONSTRUCTORS LOCAL 18","org_rg_3150","org_rg_3150","d161b8e9-37e0-497f-935a-74ae31a885b8",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge",NA,4,54.04,29543.36,FALSE,"Glendora","CA","91741-4614"
"INTERNATIONAL UNION OF ELEVATOR CONSTRUCTORS LOCAL 8","org_rg_3150","org_rg_3150","f0d14b1e-6f64-4685-b37c-a0bd2440768a","INTERNATIONAL UNION OF ELEVATOR CONSTRUCTORS LOCAL 8","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge",NA,11,41462.5,29543.36,FALSE,"San Francisco","CA","94110"
"EMERALD PACKAGING","org_rg_3181","org_rg_3181","8544b032-d48d-441d-bce2-e57b69bcf598",NA,"new_entity",FALSE,FALSE,"exact_name_v5",NA,1,260,5756.13,TRUE,"Salinas","CA","93902"
"EMERALD PACKAGING, INC.","org_rg_3181","org_rg_3181","8544b032-d48d-441d-bce2-e57b69bcf598",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v5",NA,3,6096.13,5756.13,TRUE,"Union City","CA","94587"
"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD","org_rg_3195","org_rg_3195","b9be71ab-6fd8-4046-898e-cbba97b10b22","ENCOMPASS HEALTH","adding_to_existing",FALSE,TRUE,"internal_fuzzy",NA,1,1560.66,20158.42,TRUE,"Bakersfield","CA","93309"
"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO","org_rg_3195","org_rg_3195","40b2afc8-1c0c-45de-b564-3f26adfc7d5a",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,7,4411.66,20158.42,TRUE,"Modesto","CA","95355"
"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA","org_rg_3195","org_rg_3195","b9be71ab-6fd8-4046-898e-cbba97b10b22","ENCOMPASS HEALTH","adding_to_existing",FALSE,TRUE,"internal_fuzzy",NA,1,955,20158.42,TRUE,"Murrieta","CA","92563"
"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN","org_rg_3195","org_rg_3195","1bb19883-e873-4aef-bc19-bdeed973948f",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,17,5054.6,20158.42,TRUE,"Tustin","CA","92780"
"ENCOMPASS HEALTH REHABILITATION HOSPTAL OF MURRIETA","org_rg_3195","org_rg_3195","b9be71ab-6fd8-4046-898e-cbba97b10b22","ENCOMPASS HEALTH","adding_to_existing",FALSE,TRUE,"internal_fuzzy",NA,1,3579.76,20158.42,TRUE,"Murrieta","CA","92563"
"ENCOMPASS HEATH REHABILITATION HOSPITAL OF BAKERSFIELD","org_rg_3195","org_rg_3195","b9be71ab-6fd8-4046-898e-cbba97b10b22","ENCOMPASS HEALTH","adding_to_existing",FALSE,TRUE,"internal_fuzzy",NA,1,4596.74,20158.42,TRUE,"Bakersfield","CA","93309"
"CA ASSOCIATION FOR NURSE PRACTITIONERS PAC","org_rg_322","org_rg_322","b9eea451-9218-43e9-810f-cf46eaa83799",NA,"adding_to_existing",FALSE,FALSE,"map1_bridge | same_contributor_id","860692",1,1500,15195,FALSE,"Sacramento","CA","95814"
"CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS","org_rg_322","org_rg_322","b9eea451-9218-43e9-810f-cf46eaa83799","CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,6,2695,15195,TRUE,"Sacramento","CA","95814"
"CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS - ORANGE COUNTY CHAPTER","org_rg_322","org_rg_322","7131e423-60f0-4dd1-8313-e524b7a09a6a",NA,"adding_to_existing",FALSE,FALSE,"internal_fuzzy",NA,1,5000,15195,TRUE,"Westminster","CA","92683"
"CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS - SAN FRANCISCO BAY AREA","org_rg_322","org_rg_322","b9c435e1-bc1a-417b-9806-a67bef7dc217",NA,"adding_to_existing",FALSE,FALSE,"internal_fuzzy",NA,1,3000,15195,TRUE,"Oakland","CA","94608"
"CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS GREATER PASADENA CHAPTER","org_rg_322","org_rg_322","66da2bc3-3ee0-409a-8e0a-c4ac5d0ffc45",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,4500,15195,TRUE,"Glendora","CA","91741"
"CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS PAC","org_rg_322","org_rg_322","b9eea451-9218-43e9-810f-cf46eaa83799","CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS","adding_to_existing",FALSE,TRUE,"exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","860692",12,52500,15195,FALSE,"Sacramento","CA","95814"
"EXP REALTY OF CALIFORNIA","org_rg_3297","org_rg_3297","1b9ff2d2-ce11-48aa-95fd-130ee50a0e1a",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v5 | exact_name_v1 | exact_name_v5 | internal_fuzzy",NA,4,594.08,7206.79,TRUE,"Benicia | San Ramon","CA","94510 | 94583"
"EXP REALTY OF CALIFORNIA INC","org_rg_3297","org_rg_3297","1b9ff2d2-ce11-48aa-95fd-130ee50a0e1a",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v5",NA,27,2090.27,7206.79,TRUE,"Bakersfield | Escondido | Lincoln | Pismo Beach | San Diego | San Ramon | Santee | Vacaville | Vista","CA","92027 | 92071 | 92083 | 92103 | 92113 | 92117 | 92120 | 93311 | 93449 | 94583 | 95648 | 95687"
"EXP REALTY OF CALIFORNIA, INC.","org_rg_3297","org_rg_3297","1b9ff2d2-ce11-48aa-95fd-130ee50a0e1a",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v5",NA,27,1542.74,7206.79,TRUE,"Coronado | Del Mar | El Cajon | Encinitas | Escondido | Lemon Grove | San Diego | San Marcos | San Ramon","CA","91945 | 92014 | 92020 | 92024 | 92025 | 92069 | 92101 | 92111 | 92115 | 92118 | 92129 | 94583"
"EXP REALTY OF NORTHERN CA INC.","org_rg_3297","org_rg_3297","9a6e22f9-5566-47c8-9e03-46422c233beb",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,12,923.07,7206.79,TRUE,"Gilroy | Half Moon Bay | Milpitas | Rocklin | San Jose | San Mateo","CA","94019 | 94403 | 95020 | 95035 | 95121 | 95765"
"EXP REALTY OF SOUTHERN CA","org_rg_3297","org_rg_3297","5b4edb65-9345-41da-b861-f09ca029e18e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,38,1908.63,7206.79,TRUE,"Coronado | Del Mar | El Cajon | Escondido | La Jolla | La Mesa | San Diego | San Marcos","CA","91941 | 92014 | 92020 | 92029 | 92037 | 92078 | 92101 | 92102 | 92103 | 92110 | 92118 | 92130 | 92131"
"EXP REALTY OF SOUTHERN CALIFOR","org_rg_3297","org_rg_3297","e341e549-1994-4e18-98d7-89d35dc36403",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,148,7206.79,TRUE,"Jurupa Valley","CA","91752"
"FIRST ENTERTAINMENT CREDIT UNION","org_rg_3432","org_rg_3432","604caedc-176c-4fb9-b323-c53a2826eaa3",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,19600,25000,TRUE,"Hollywood","CA","90068"
"FIRST ENTERTAINMENT CU (INDEPENDENT EXPENDITURE ACCOUNT)","org_rg_3432","org_rg_3432","b137f435-dd71-4294-a106-04bbc1bc33d1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,3,5400,25000,TRUE,"Hollywood","CA","90068"
"FLAGSTONE HC CENTRAL","org_rg_3458","org_rg_3458","0e0713c5-de36-462b-a95f-88ade0c6bc84",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,7,33000,25000,FALSE,"San Juan Capistrano","CA","92675"
"FLAGSTONE HEALTHCARE CENTRAL LLC AND AFFILIATED ENTITIES","org_rg_3458","org_rg_3458","de06857a-2738-46ab-a5bf-4af4a802ee51","ENSIGN FACILITY SERVICES","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v5 | exact_name_v1 | exact_name_v5 | internal_fuzzy",NA,2,40000,25000,FALSE,"San Juan Capistrano","CA","92675-1049"
"FLAGSTONE HEALTHCARE CENTRAL LLC(ADAM WILLITS)","org_rg_3458","org_rg_3458","de06857a-2738-46ab-a5bf-4af4a802ee51","ENSIGN FACILITY SERVICES","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v5",NA,2,15000,25000,TRUE,"San Juan Capistrano","CA","92675"
"FLAGSTONE HEALTHCARE CENTRAL(ADAM WILLITS)","org_rg_3458","org_rg_3458","de06857a-2738-46ab-a5bf-4af4a802ee51","ENSIGN FACILITY SERVICES","adding_to_existing",FALSE,TRUE,"exact_name_v5",NA,1,10000,25000,TRUE,"San Juan Capistrano","CA","92675"
"FLAGSTONE HEALTHCARE CENTRAL, LLC AND AFFILIATED ENTITIES","org_rg_3458","org_rg_3458","de06857a-2738-46ab-a5bf-4af4a802ee51","ENSIGN FACILITY SERVICES","adding_to_existing",FALSE,TRUE,"exact_name_v5",NA,1,1500,25000,FALSE,"San Juan Capistrano","CA","92675"
"GINDER DEVELOPMENT CORPORATION","org_rg_3750","org_rg_3750","4f8858b0-d4f2-4145-aa65-bccba1fed13f",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,14,2917,6801,TRUE,"Fresno","CA","93711"
"GINDER DEVELOPMENT CORPORATION/ GINDER REAL ESTATE","org_rg_3750","org_rg_3750","cf858d32-e2bc-4429-9cff-d5210abe4a9e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,3884,6801,TRUE,"Fresno","CA","93711"
"GOLDEN 1 CREDIT UNION","org_rg_3805","org_rg_3805","23aaa3d7-018d-4c01-beef-172b632cead1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,3,10050,25250,TRUE,"Sacramento","CA","95814"
"GOLDEN 1 CREDIT UNION (INDEP EXPENDITURE ACCOUNT), THE","org_rg_3805","org_rg_3805","8b8ad8b6-4eab-43c2-ae82-4cef77a8224f",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,15200,25250,TRUE,"Sacramento","CA","95814"
"GOLDEN ARCH ENTERPRISES","org_rg_3807","org_rg_3807","d6920b41-bb70-4d20-ab2d-3c3ac4d4b7f7","GOLDEN ARCH ENTERPRISES","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,145,111936.38,135238.15,TRUE,"Vacaville","CA","95687"
"GOLDEN L. ENTERPRISES LP AND AFFILIATED ENTITIES","org_rg_3807","org_rg_3807","22e6a694-02bf-4b78-8889-412e160fb34e",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,27,23301.77,135238.15,TRUE,"HUNTINGTON BEACH","CA","92649"
"GOOGLE","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v5",NA,1,3000,785000,FALSE,"Mountain View","CA","94043"
"GOOGLE CLIENT SERVICES LLC(MARK ISAKOWITZ)","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v5 | exact_name_v1 | exact_name_v5 | map1_bridge",NA,3,5500,785000,FALSE,"Mountain View","CA","94043"
"GOOGLE CLIENT SERVICES, LLC AND AFFILIATED ENTITIES","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v5",NA,2,11800,785000,FALSE,"Mountain View","CA","94043"
"GOOGLE LLC AND AFFILIATED ENTITIES (ROBERT BIEDERMAN)","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v4 | exact_name_v5",NA,1,15000,785000,FALSE,"Sausalito","CA","94965-3321"
"GOOGLE LLC AND AFFILIATED ENTITIES(ERIN LAMA)","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | exact_name_v5",NA,4,50000,785000,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND AFFILIATED ENTITIES(ROB BIEDERMAN)","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | exact_name_v5",NA,11,230000,785000,TRUE,"Mountain View | MOUNTAIN VIEW","CA","94043"
"GOOGLE LLC AND AFFILIATED ENTITIES(ROBERT BIEDERMAN)","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | exact_name_v5",NA,6,735000,785000,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND AFFILIATED ENTITIES(WILLIAM FLOYD)","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | exact_name_v5",NA,4,55000,785000,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC, AND AFFILIATED ENTITIES","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"map1_bridge",NA,1,5000,785000,FALSE,"Mountain View","CA","94043"
"GOOGLE, LLC AND AFFILIATED ENTITIES","org_rg_3849","org_rg_3849","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v5 | exact_name_v1 | exact_name_v5 | map1_bridge",NA,14,55850,785000,FALSE,"Mountain View","CA","94043 | 94043-1351"
"GOOGLE CLIENT SERVICES LLC AND AFFLIATED ENTITIES","org_rg_3850","org_rg_3850","0bf00a37-c7f4-4f00-9c8f-bc9a3dcbd1e0",NA,"adding_to_existing",FALSE,FALSE,"internal_fuzzy",NA,1,3000,116500,FALSE,"Mountain View","CA","94043"
"GOOGLE LLC AND ITS AFFILIATED ENTITIES(MARK ISAKOWITZ)","org_rg_3850","org_rg_3850","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v4",NA,1,16500,116500,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND ITS AFFILIATED ENTITIES(ROBERT BIEDERMAN)","org_rg_3850","org_rg_3850","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v4",NA,1,1e+05,116500,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND ITS AFFILIATED ENTITIES(WILLIAM FLOYD)","org_rg_3850","org_rg_3850","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,2,10000,116500,FALSE,"Mountain View","CA","94043"
"GRANITE CONSTRUCTION","org_rg_3883","org_rg_3883","d42873a3-6c6c-46ce-9f53-f6f2e1e7216d",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v5",NA,3,4853,30006.9,FALSE,"Santa Clara","CA","95054"
"GRANITE CONSTRUCTION COMPANY","org_rg_3883","org_rg_3883","d42873a3-6c6c-46ce-9f53-f6f2e1e7216d",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v5 | exact_name_v1 | exact_name_v5 | internal_fuzzy",NA,12,31100,30006.9,TRUE,"Watsonville","CA","95076 | 95077"
"GRANITE CONSTRUCTION COMPANY RUA","org_rg_3883","org_rg_3883","1aeb2a97-d674-413e-94db-70d801e907bc",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,3,10406.9,30006.9,TRUE,"Watsonville","CA","95076"
"GROVE MANOR MOBILEHOME PARK","org_rg_3948","org_rg_3948","69d2fe4e-af68-4352-b4e9-4182561e9201",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,2304,5193,TRUE,"Ontario","CA","91762-6879"
"GROVE MOBILEHOME PARK","org_rg_3948","org_rg_3948","6762c99d-2010-453c-ba86-69065fd6e8fb",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,3,2889,5193,TRUE,"Modesto | Oakhurst","CA","93644 | 95355-9395"
"IAM 1101 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","c5158485-9a65-409e-aef3-08e5c18364df",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,52,6109.82,38532.9600000001,TRUE,"San Jose | Washington","CA | DC","20380 | 95125"
"IAM 1125 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","a8cb3bfb-6f50-4881-a911-512060439b42",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,9612.81,38532.9600000001,TRUE,"San Diego | Washington","CA | DC","20381 | 92111"
"IAM 1186 MACHINISTS LODGE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_4425","org_rg_4425","72e7a40f-534c-4be4-b48d-211106d2a0ae",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,37,2082.82,38532.9600000001,TRUE,"El Monte | Washington","CA | DC","20383 | 91731"
